îN,åé,ì˙,éûÅiUTCÅj,ë‰ïóî‘çÜ,ë‰ïóñº,äKãâ,à‹ìx,åoìx,íÜêSãCà≥,ç≈ëÂïóë¨,50KTí∑åaï˚å¸,50KTí∑åa,50KTíZåa,30KTí∑åaï˚å¸,30KTí∑åa,30KTíZåa,è„ó§
2024,10,24,18,2421,KONG-REY,3,13.5,145.7,998,35,0,0,0,2,375,270,0
2024,10,25,0,2421,KONG-REY,3,14.4,144.5,998,35,0,0,0,2,375,270,0
2024,10,25,6,2421,KONG-REY,3,14.9,142.6,998,35,0,0,0,2,375,270,0
2024,10,25,12,2421,KONG-REY,3,15.3,141.0,998,35,0,0,0,2,375,270,0
2024,10,25,18,2421,KONG-REY,3,16.4,139.7,996,35,0,0,0,2,400,270,0
2024,10,26,0,2421,KONG-REY,3,16.3,137.2,996,35,0,0,0,2,400,270,0
2024,10,26,6,2421,KONG-REY,3,16.6,135.3,994,35,0,0,0,2,400,270,0
2024,10,26,12,2421,KONG-REY,3,16.2,134.6,994,35,0,0,0,2,375,270,0
2024,10,26,18,2421,KONG-REY,3,16.0,133.3,994,40,0,0,0,2,350,270,0
2024,10,27,0,2421,KONG-REY,3,16.0,132.6,994,40,0,0,0,2,350,270,0
2024,10,27,6,2421,KONG-REY,3,16.1,131.8,990,45,0,0,0,2,325,270,0
2024,10,27,12,2421,KONG-REY,4,16.1,131.1,985,50,0,0,0,9,300,300,0
2024,10,27,18,2421,KONG-REY,4,16.5,130.3,985,50,0,0,0,9,300,300,0
2024,10,28,0,2421,KONG-REY,4,16.8,129.6,980,55,9,50,50,9,300,300,0
2024,10,28,6,2421,KONG-REY,4,16.6,128.9,975,60,9,50,50,9,300,300,0
2024,10,28,12,2421,KONG-REY,4,16.6,128.4,975,60,9,50,50,9,300,300,0
2024,10,28,18,2421,KONG-REY,5,17.2,128.0,970,65,9,80,80,9,300,300,0
2024,10,29,0,2421,KONG-REY,5,17.5,127.3,960,75,9,80,80,9,300,300,0
2024,10,29,6,2421,KONG-REY,5,17.9,126.7,950,80,9,80,80,9,300,300,0
2024,10,29,12,2421,KONG-REY,5,18.6,126.1,945,85,9,100,100,9,300,300,0
2024,10,29,18,2421,KONG-REY,5,18.9,125.4,935,90,9,100,100,9,300,300,0
2024,10,30,0,2421,KONG-REY,5,19.1,124.8,925,100,9,120,120,9,325,325,0
2024,10,30,6,2421,KONG-REY,5,19.8,124.3,935,95,9,120,120,9,325,325,0
2024,10,30,12,2421,KONG-REY,5,20.4,123.6,940,90,9,120,120,2,325,300,0
2024,10,30,18,2421,KONG-REY,5,21.0,122.8,940,90,9,120,120,2,325,300,0
2024,10,30,21,2421,KONG-REY,5,21.6,122.5,940,90,9,120,120,2,325,300,0
2024,10,31,0,2421,KONG-REY,5,21.9,122.1,950,85,9,110,110,2,325,300,0
2024,10,31,3,2421,KONG-REY,5,22.4,121.7,950,85,9,110,110,2,325,300,0
2024,10,31,6,2421,KONG-REY,5,23.2,121.3,960,75,9,90,90,2,325,270,0
2024,10,31,12,2421,KONG-REY,4,24.1,120.2,980,55,9,50,50,2,325,240,0
2024,10,31,18,2421,KONG-REY,3,25.0,120.2,990,45,0,0,0,2,350,210,0
2024,11,1,0,2421,KONG-REY,3,26.4,120.6,994,40,0,0,0,2,350,180,0
2024,11,1,6,2421,KONG-REY,3,28.3,121.6,996,40,0,0,0,2,325,150,0
2024,11,1,12,2421,KONG-REY,6,30.1,123.4,998,0,0,0,0,0,0,0,0
2024,11,1,18,2421,KONG-REY,6,31.1,125.4,1000,0,0,0,0,0,0,0,0
2024,11,2,0,2421,KONG-REY,6,31.0,128.0,1004,0,0,0,0,0,0,0,0
2024,11,2,18,2422,YINXING,2,8.2,140.0,1006,0,0,0,0,0,0,0,0
2024,11,3,0,2422,YINXING,2,8.9,139.0,1006,0,0,0,0,0,0,0,0
2024,11,3,6,2422,YINXING,2,9.9,138.1,1004,0,0,0,0,0,0,0,0
2024,11,3,12,2422,YINXING,3,11.0,136.1,1002,35,0,0,0,9,120,120,0
2024,11,3,18,2422,YINXING,3,11.4,134.5,998,40,0,0,0,8,150,120,0
2024,11,4,0,2422,YINXING,3,12.1,132.8,998,40,0,0,0,8,180,150,0
2024,11,4,6,2422,YINXING,3,12.9,131.4,996,45,0,0,0,9,120,120,0
2024,11,4,12,2422,YINXING,4,14.1,130.3,992,55,9,20,20,9,120,120,0
2024,11,4,18,2422,YINXING,5,15.3,128.9,985,65,9,20,20,9,120,120,0
2024,11,5,0,2422,YINXING,5,16.1,127.6,975,75,9,30,30,1,150,120,0
2024,11,5,6,2422,YINXING,5,17.1,126.4,975,75,9,40,40,1,150,120,0
2024,11,5,12,2422,YINXING,5,17.3,125.6,970,80,9,45,45,8,180,90,0
2024,11,5,18,2422,YINXING,5,17.8,125.0,970,80,9,50,50,8,210,90,0
2024,11,6,0,2422,YINXING,5,18.1,124.8,970,80,9,50,50,8,210,90,0
2024,11,6,6,2422,YINXING,5,18.1,124.4,965,85,5,60,50,8,180,90,0
2024,11,6,12,2422,YINXING,5,18.2,124.1,960,90,5,70,50,8,180,120,0
2024,11,6,18,2422,YINXING,5,18.3,123.6,950,95,5,70,50,8,180,120,0
2024,11,7,0,2422,YINXING,5,18.6,123.1,950,95,9,60,60,8,180,120,0
2024,11,7,6,2422,YINXING,5,18.5,122.4,945,100,9,60,60,8,180,120,0
2024,11,7,12,2422,YINXING,5,18.7,121.5,965,85,8,60,40,8,150,120,0
2024,11,7,18,2422,YINXING,5,18.6,120.5,970,80,8,60,40,8,150,120,0
2024,11,8,0,2422,YINXING,5,18.3,119.4,980,70,8,60,40,8,150,120,0
2024,11,8,6,2422,YINXING,5,18.4,118.1,980,70,9,60,60,8,150,120,0
2024,11,8,12,2422,YINXING,5,18.4,116.9,975,75,9,60,60,8,150,120,0
2024,11,8,18,2422,YINXING,5,18.6,115.9,970,80,9,60,60,8,150,120,0
2024,11,9,0,2422,YINXING,5,18.9,114.9,965,85,9,60,60,8,150,120,0
2024,11,9,6,2422,YINXING,5,19.0,114.1,965,85,9,60,60,8,150,120,0
2024,11,9,12,2422,YINXING,5,19.1,113.6,965,85,9,60,60,8,150,120,0
2024,11,9,18,2422,YINXING,5,19.2,113.3,965,85,9,60,60,8,150,120,0
2024,11,10,0,2422,YINXING,5,19.0,113.2,975,75,9,50,50,8,150,120,0
2024,11,10,6,2422,YINXING,5,19.0,113.0,980,70,9,50,50,8,150,120,0
2024,11,10,12,2422,YINXING,4,18.6,112.7,990,60,9,30,30,8,120,90,0
2024,11,10,18,2422,YINXING,4,17.9,112.3,994,50,0,0,0,8,120,90,0
2024,11,11,0,2422,YINXING,4,17.3,111.5,994,50,0,0,0,8,120,90,0
2024,11,11,6,2422,YINXING,4,16.4,111.0,994,50,0,0,0,8,120,90,0
2024,11,11,12,2422,YINXING,3,15.7,110.6,998,40,0,0,0,8,120,90,0
2024,11,11,18,2422,YINXING,3,14.9,110.0,1000,35,0,0,0,8,90,60,0
2024,11,12,0,2422,YINXING,3,14.3,109.7,1002,35,0,0,0,9,60,60,0
2024,11,12,6,2422,YINXING,2,14.1,109.4,1004,0,0,0,0,0,0,0,0
2024,11,12,12,2422,YINXING,2,14.0,108.7,1008,0,0,0,0,0,0,0,0
2024,11,8,6,2423,TORAJI,2,14.5,137.6,1006,0,0,0,0,0,0,0,0
2024,11,8,12,2423,TORAJI,2,14.5,136.0,1008,0,0,0,0,0,0,0,0
2024,11,8,18,2423,TORAJI,2,14.5,134.7,1008,0,0,0,0,0,0,0,0
2024,11,9,0,2423,TORAJI,2,14.5,133.3,1006,0,0,0,0,0,0,0,0
2024,11,9,6,2423,TORAJI,3,14.6,131.6,1002,35,0,0,0,2,120,90,0
2024,11,9,12,2423,TORAJI,3,14.7,130.3,1000,40,0,0,0,2,120,90,0
2024,11,9,18,2423,TORAJI,3,15.1,128.3,998,45,0,0,0,2,120,90,0
2024,11,10,0,2423,TORAJI,4,15.1,126.9,996,50,0,0,0,2,150,90,0
2024,11,10,6,2423,TORAJI,4,15.2,125.4,990,60,9,40,40,1,180,120,0
2024,11,10,12,2423,TORAJI,5,15.5,124.3,985,65,9,40,40,1,150,90,0
2024,11,10,18,2423,TORAJI,5,15.9,123.2,980,70,9,40,40,1,150,90,0
2024,11,11,0,2423,TORAJI,5,16.3,122.3,980,70,9,40,40,1,150,90,0
2024,11,11,6,2423,TORAJI,4,17.1,121.1,990,55,9,20,20,1,150,90,0
2024,11,11,12,2423,TORAJI,4,17.4,119.7,992,50,0,0,0,8,180,120,0
2024,11,11,18,2423,TORAJI,4,18.2,119.1,992,50,0,0,0,8,180,120,0
2024,11,12,0,2423,TORAJI,4,18.6,118.7,992,50,0,0,0,8,180,120,0
2024,11,12,6,2423,TORAJI,3,19.1,118.2,994,45,0,0,0,8,180,120,0
2024,11,12,12,2423,TORAJI,3,19.5,117.8,994,45,0,0,0,9,120,120,0
2024,11,12,18,2423,TORAJI,3,19.9,117.1,994,45,0,0,0,9,120,120,0
2024,11,13,0,2423,TORAJI,3,20.2,116.3,996,40,0,0,0,9,120,120,0
2024,11,13,6,2423,TORAJI,3,20.7,115.5,996,40,0,0,0,9,120,120,0
2024,11,13,12,2423,TORAJI,3,21.0,114.9,998,40,0,0,0,9,90,90,0
2024,11,13,18,2423,TORAJI,3,21.1,114.5,998,40,0,0,0,9,90,90,0
2024,11,14,0,2423,TORAJI,3,21.1,114.1,1000,35,0,0,0,9,60,60,0
2024,11,14,6,2423,TORAJI,3,21.2,113.9,1000,35,0,0,0,9,60,60,0
2024,11,14,12,2423,TORAJI,2,21.2,113.6,1004,0,0,0,0,0,0,0,0
2024,11,14,18,2423,TORAJI,2,21.1,113.1,1006,0,0,0,0,0,0,0,0
2024,11,15,0,2423,TORAJI,2,20.9,113.0,1008,0,0,0,0,0,0,0,0
2024,11,15,6,2423,TORAJI,2,20.6,113.2,1008,0,0,0,0,0,0,0,0
2024,11,15,12,2423,TORAJI,2,20.3,113.7,1008,0,0,0,0,0,0,0,0
2024,11,7,18,2424,MAN-YI,2,10.3,168.5,1008,0,0,0,0,0,0,0,0
2024,11,8,0,2424,MAN-YI,2,11.0,166.4,1008,0,0,0,0,0,0,0,0
2024,11,8,6,2424,MAN-YI,2,11.7,165.1,1006,0,0,0,0,0,0,0,0
2024,11,8,12,2424,MAN-YI,2,11.9,163.6,1008,0,0,0,0,0,0,0,0
2024,11,8,18,2424,MAN-YI,3,12.2,161.9,1004,35,0,0,0,1,120,90,0
2024,11,9,0,2424,MAN-YI,3,13.5,160.4,1004,35,0,0,0,1,120,90,0
2024,11,9,6,2424,MAN-YI,3,14.5,159.3,1004,35,0,0,0,1,120,90,0
2024,11,9,12,2424,MAN-YI,3,15.0,158.7,1002,40,0,0,0,1,120,90,0
2024,11,9,18,2424,MAN-YI,3,15.7,157.7,1000,45,0,0,0,8,120,90,0
2024,11,10,0,2424,MAN-YI,3,15.8,156.3,1000,45,0,0,0,8,120,90,0
2024,11,10,6,2424,MAN-YI,3,15.6,155.7,1000,45,0,0,0,8,120,90,0
2024,11,10,12,2424,MAN-YI,3,15.6,155.3,1000,45,0,0,0,9,120,120,0
2024,11,10,18,2424,MAN-YI,3,15.3,154.7,1000,45,0,0,0,9,120,120,0
2024,11,11,0,2424,MAN-YI,3,14.8,153.2,1000,45,0,0,0,9,120,120,0
2024,11,11,6,2424,MAN-YI,3,14.3,152.6,1000,45,0,0,0,9,120,120,0
2024,11,11,12,2424,MAN-YI,3,14.1,152.1,1000,45,0,0,0,9,120,120,0
2024,11,11,18,2424,MAN-YI,3,13.6,151.1,1000,45,0,0,0,9,120,120,0
2024,11,12,0,2424,MAN-YI,3,13.8,149.3,1000,45,0,0,0,9,120,120,0
2024,11,12,6,2424,MAN-YI,3,14.2,147.5,1002,40,0,0,0,9,120,120,0
2024,11,12,12,2424,MAN-YI,3,13.6,146.3,1002,40,0,0,0,9,120,120,0
2024,11,12,18,2424,MAN-YI,3,12.9,145.0,1002,40,0,0,0,9,120,120,0
2024,11,13,0,2424,MAN-YI,3,12.2,144.3,1002,40,0,0,0,9,120,120,0
2024,11,13,6,2424,MAN-YI,3,12.0,143.6,1002,40,0,0,0,9,120,120,0
2024,11,13,12,2424,MAN-YI,3,12.4,141.3,1002,40,0,0,0,9,120,120,0
2024,11,13,18,2424,MAN-YI,3,11.1,139.7,998,45,0,0,0,8,150,120,0
2024,11,14,0,2424,MAN-YI,4,10.6,138.0,992,55,9,30,30,8,180,150,0
2024,11,14,6,2424,MAN-YI,4,10.2,137.1,992,55,9,30,30,8,180,150,0
2024,11,14,12,2424,MAN-YI,4,10.5,135.4,992,55,9,30,30,8,180,150,0
2024,11,14,18,2424,MAN-YI,4,10.4,133.5,985,60,9,30,30,8,180,150,0
2024,11,15,0,2424,MAN-YI,5,10.5,131.9,975,70,9,50,50,8,180,150,0
2024,11,15,6,2424,MAN-YI,5,10.9,130.4,960,80,9,60,60,8,180,150,0
2024,11,15,12,2424,MAN-YI,5,11.4,129.0,955,85,9,60,60,8,180,150,0
2024,11,15,18,2424,MAN-YI,5,12.0,127.8,940,95,9,70,70,1,210,180,0
2024,11,16,0,2424,MAN-YI,5,12.6,126.7,920,105,9,70,70,1,210,180,0
2024,11,16,6,2424,MAN-YI,5,13.3,125.6,920,105,9,70,70,1,210,150,0
2024,11,16,12,2424,MAN-YI,5,13.9,124.6,920,105,9,70,70,1,210,150,0
2024,11,16,18,2424,MAN-YI,5,14.3,123.8,935,100,9,70,70,9,150,150,0
2024,11,17,0,2424,MAN-YI,5,15.0,122.9,935,100,9,70,70,9,150,150,0
2024,11,17,6,2424,MAN-YI,5,15.8,121.9,935,100,9,70,70,9,150,150,0
2024,11,17,12,2424,MAN-YI,5,16.5,120.7,955,85,9,50,50,9,150,150,0
2024,11,17,18,2424,MAN-YI,5,17.6,119.4,975,70,9,30,30,9,150,150,0
2024,11,18,0,2424,MAN-YI,5,18.1,118.4,980,65,9,25,25,8,150,120,0
2024,11,18,6,2424,MAN-YI,5,18.5,117.3,980,65,9,25,25,8,150,120,0
2024,11,18,12,2424,MAN-YI,4,18.9,116.0,985,60,9,25,25,8,150,120,0
2024,11,18,18,2424,MAN-YI,4,19.0,115.4,992,50,0,0,0,8,150,120,0
2024,11,19,0,2424,MAN-YI,3,19.0,114.7,998,45,0,0,0,8,120,90,0
2024,11,19,6,2424,MAN-YI,3,18.7,113.3,1004,35,0,0,0,8,120,90,0
2024,11,19,12,2424,MAN-YI,2,18.1,112.0,1010,0,0,0,0,0,0,0,0
2024,11,19,18,2424,MAN-YI,2,17.5,111.4,1012,0,0,0,0,0,0,0,0
2024,11,20,0,2424,MAN-YI,2,16.5,110.6,1012,0,0,0,0,0,0,0,0
2024,11,9,0,2425,USAGI,2,6.7,151.4,1008,0,0,0,0,0,0,0,0
2024,11,9,6,2425,USAGI,2,7.3,150.3,1006,0,0,0,0,0,0,0,0
2024,11,9,12,2425,USAGI,2,7.9,149.1,1006,0,0,0,0,0,0,0,0
2024,11,9,18,2425,USAGI,2,8.0,147.9,1006,0,0,0,0,0,0,0,0
2024,11,10,0,2425,USAGI,2,9.5,146.3,1006,0,0,0,0,0,0,0,0
2024,11,10,6,2425,USAGI,2,10.3,144.3,1006,0,0,0,0,0,0,0,0
2024,11,10,12,2425,USAGI,2,10.9,142.5,1006,0,0,0,0,0,0,0,0
2024,11,10,18,2425,USAGI,2,11.3,140.8,1004,0,0,0,0,0,0,0,0
2024,11,11,0,2425,USAGI,2,11.7,139.9,1004,0,0,0,0,0,0,0,0
2024,11,11,6,2425,USAGI,2,12.2,138.5,1004,0,0,0,0,0,0,0,0
2024,11,11,12,2425,USAGI,2,12.4,136.7,1004,0,0,0,0,0,0,0,0
2024,11,11,18,2425,USAGI,3,12.6,135.0,1002,35,0,0,0,8,180,120,0
2024,11,12,0,2425,USAGI,3,13.4,133.5,996,45,0,0,0,8,180,120,0
2024,11,12,6,2425,USAGI,4,14.0,131.9,992,50,0,0,0,8,180,150,0
2024,11,12,12,2425,USAGI,4,14.2,130.5,990,55,9,50,50,9,150,150,0
2024,11,12,18,2425,USAGI,4,14.6,129.0,990,55,9,50,50,9,150,150,0
2024,11,13,0,2425,USAGI,5,15.0,127.9,980,65,9,50,50,9,150,150,0
2024,11,13,6,2425,USAGI,5,15.7,126.4,970,75,9,50,50,9,150,150,0
2024,11,13,12,2425,USAGI,5,16.2,125.3,960,80,9,60,60,9,150,150,0
2024,11,13,18,2425,USAGI,5,16.6,124.0,950,90,9,60,60,9,150,150,0
2024,11,14,0,2425,USAGI,5,17.2,123.1,940,95,9,60,60,9,150,150,0
2024,11,14,6,2425,USAGI,5,17.8,122.2,955,85,9,50,50,9,120,120,0
2024,11,14,12,2425,USAGI,5,18.7,121.5,980,65,9,40,40,9,120,120,0
2024,11,14,18,2425,USAGI,4,19.3,120.9,985,60,9,30,30,9,120,120,0
2024,11,15,0,2425,USAGI,4,20.0,120.3,990,55,9,30,30,9,120,120,0
2024,11,15,6,2425,USAGI,4,20.9,120.1,992,50,0,0,0,2,120,100,0
2024,11,15,12,2425,USAGI,3,21.4,120.1,994,45,0,0,0,2,120,100,0
2024,11,15,18,2425,USAGI,3,21.9,120.2,998,40,0,0,0,2,120,100,0
2024,11,16,0,2425,USAGI,2,22.3,120.4,1006,0,0,0,0,0,0,0,0
2024,11,16,6,2425,USAGI,2,22.4,120.5,1006,0,0,0,0,0,0,0,0
2024,11,16,12,2425,USAGI,2,22.2,120.5,1008,0,0,0,0,0,0,0,0
2024,12,21,18,2426,PABUK,2,10.1,115.3,1004,0,0,0,0,0,0,0,0
2024,12,22,0,2426,PABUK,2,10.3,114.8,1006,0,0,0,0,0,0,0,0
2024,12,22,6,2426,PABUK,3,10.5,114.2,1002,35,0,0,0,6,270,120,0
2024,12,22,12,2426,PABUK,3,10.6,113.7,1002,35,0,0,0,6,270,120,0
2024,12,22,18,2426,PABUK,3,10.6,113.3,1002,35,0,0,0,6,270,120,0
2024,12,23,0,2426,PABUK,3,11.2,112.9,1002,35,0,0,0,8,270,120,0
2024,12,23,6,2426,PABUK,3,11.2,112.6,1002,35,0,0,0,8,270,120,0
2024,12,23,12,2426,PABUK,3,11.5,112.6,1002,35,0,0,0,7,240,120,0
2024,12,23,18,2426,PABUK,3,11.6,112.4,1002,35,0,0,0,7,240,120,0
2024,12,24,0,2426,PABUK,3,11.5,112.2,1002,35,0,0,0,7,240,120,0
2024,12,24,6,2426,PABUK,3,11.5,112.1,1002,35,0,0,0,7,240,120,0
2024,12,24,12,2426,PABUK,3,11.4,111.9,1002,35,0,0,0,7,240,120,0
2024,12,24,18,2426,PABUK,2,11.1,111.3,1006,0,0,0,0,0,0,0,0
2024,12,25,0,2426,PABUK,2,10.6,110.7,1006,0,0,0,0,0,0,0,0
2024,12,25,6,2426,PABUK,2,9.7,110.3,1006,0,0,0,0,0,0,0,0
2024,12,25,12,2426,PABUK,2,9.4,110.2,1008,0,0,0,0,0,0,0,0
